name,funding_total_usd,country_code,city,funding_rounds,first_funding_at,last_funding_at,founded_year,status_class,main_category,funding_total_category
SGB,37400000.0,USA,Encinitas,3,2010-09-14,2014-09-09,2007,1,Biotechnology,1
Spectraseis,3600000.0,CHE,Zürich,1,2011-08-18,2011-08-18,2003,1,Assisitive Technology,1
GigOwl,68396.0,GBR,Sittingbourne,1,2013-04-22,2013-04-22,2013,1,Curated Web,0
Big Data for Humans,2440000.0,GBR,London,2,2014-10-01,2015-09-10,2014,1,Big Data,1
SecretBuilders,2300000.0,USA,San Mateo,1,2010-03-26,2010-03-26,2007,0,Games,1
STAUD,,USA,Los Angeles,1,2015-04-01,2015-04-01,2015,1,Software,3
Yummly,24158698.0,USA,Redwood City,5,2010-08-30,2015-09-01,2009,1,Android,1
Bueno Foods,600000.0,IND,New Delhi,1,2015-09-17,2015-09-17,2012,1,Food Processing,0
GHash.IO,,NLD,San Francisco,1,2013-01-01,2013-01-01,2012,1,Software,3
Misfit Wearables,64396675.0,USA,San Francisco,5,2011-11-23,2014-12-02,2011,2,Fitness,1
Sensics,3039567.0,USA,Columbia,7,2005-01-01,2015-08-05,1996,1,Software,1
Aspire,400000.0,USA,Washington,1,2014-07-18,2014-07-18,2013,1,Enterprise Software,0
Everywun,465326.0,USA,Santa Monica,1,2009-07-16,2009-07-16,2012,1,Business Services,0
Imperative Health,4000000.0,GBR,Bedford,1,2010-01-26,2010-01-26,2012,1,Biotechnology,1
New Screens,1300000.0,FRA,Paris,1,2005-02-22,2005-02-22,2012,1,Games,1
vBrand,800000.0,USA,Palo Alto,2,2014-04-11,2014-09-01,2012,1,Artificial Intelligence,0
Cheddar Up,725000.0,USA,Denver,2,2014-11-24,2015-04-09,2012,1,Consumer Internet,0
LimitX,73000.0,USA,Los Angeles,1,2014-11-17,2014-11-17,2014,1,SaaS,0
Manta Tools,1000000.0,CZE,Prague,1,2013-01-01,2013-01-01,2015,1,Business Intelligence,0
Affinity China,1300000.0,CHN,Shanghai,3,2011-09-07,2013-11-01,2010,1,E-Commerce,1
NativeAD,2150000.0,USA,New York,2,2013-08-28,2014-12-22,2013,1,Advertising,1
Xsilon,,GBR,Royal Wootton Bassett,2,2011-09-01,2013-12-20,2008,1,Internet of Things,3
Venture Garden Group,20000000.0,NGA,Lagos,1,2015-08-11,2015-08-11,2012,1,Technology,1
Azuqua,5180000.0,USA,Seattle,3,2012-12-16,2014-10-08,2011,1,Cloud Management,1
Citylabs,14394888.0,GBR,San Francisco,1,2014-01-13,2014-01-13,2012,1,Curated Web,1
Sybari,,USA,East Northport,1,2001-03-30,2001-03-30,1995,2,Email,3
Bunchcut,40000.0,USA,San Francisco,1,2015-01-05,2015-01-05,2014,1,Collaboration,0
Idylis,5930000.0,FRA,Issy-les-moulineaux,2,2005-04-06,2007-04-05,2008,1,Software,1
Falcon Isle Resources,,USA,Newport Beach,1,2015-07-27,2015-07-27,2014,1,Fertility,3
Masterbranch,470000.0,GBR,London,1,2011-05-23,2011-05-23,2015,1,Employment,0
Beepi,78950000.0,USA,Los Altos,4,2014-01-14,2014-12-30,2013,1,Automotive,1
Cone Health,97000.0,USA,Greensboro,1,2015-08-11,2015-08-11,1953,1,Health Care,0
PurePredictive,7112900.0,USA,Sandy,3,2014-03-05,2015-08-10,2011,1,Analytics,1
Voltari,323834120.0,USA,New York,6,2001-01-01,2008-01-02,2001,2,Ad Targeting,2
Logicore,18000.0,NZL,Auckland,1,2013-03-01,2013-03-01,2012,1,Software,0
DEUS,475000.0,USA,Boulder,1,2009-04-14,2009-04-14,2004,1,Manufacturing,0
Liquid Grids,4817324.0,USA,San Diego,2,2011-08-31,2014-02-26,2010,1,Advertising,1
Umweltech,213000.0,USA,San Francisco,1,1992-04-01,1992-04-01,2012,0,Software,0
Tixa Internet Technology,24000000.0,CHN,Beijing,1,2006-08-03,2006-08-03,2012,1,Finance,1
AFC Holdings,,USA,Fairfield,1,2015-04-21,2015-04-21,2012,1,Customer Service,3
Islet Sciences,695000.0,USA,Raleigh,1,2014-02-25,2014-02-25,2010,1,Biotechnology,0
Everyday Wireless,6850000.0,USA,Concord,1,2007-02-13,2007-02-13,2012,0,Software,1
Kickball Labs,2200000.0,USA,Palo Alto,2,2008-03-01,2009-03-01,2007,1,Art,1
Expert Medical Navigation,,USA,Boston,1,2010-01-01,2010-01-01,2009,1,Health and Wellness,3
Seldom Seen Adventures,,USA,Kanab,1,2014-04-07,2014-04-07,2011,1,Sports,3
Million-2-1,5650000.0,GBR,San Francisco,1,2006-05-11,2006-05-11,2012,2,Mobile,1
L1NDA,,USA,San Francisco,1,2013-05-01,2013-05-01,2012,1,Software,3
Microbia,90000000.0,USA,Lexington,2,2004-05-04,2007-03-01,2006,2,Biotechnology,1
Poshpacker,200000.0,USA,Washington,3,2013-07-08,2015-10-12,2013,1,Curated Web,0
Twelvefold,32902115.0,USA,San Francisco,6,2006-09-28,2011-05-25,2004,1,Advertising,1
Prestigos,188777.0,USA,San Francisco,2,2013-10-01,2014-12-01,2012,1,Cloud Data Services,0
Activiomics,805000.0,GBR,London,1,2011-03-15,2011-03-15,2012,2,Biotechnology,0
"eVeritas, Inc.",150000.0,USA,Minneapolis,1,2013-03-21,2013-03-21,2009,1,Health Care,0
Bilims,100000.0,TUR,Izmir,1,2013-04-08,2013-04-08,2013,1,Automotive,0
Captify,14415734.0,GBR,London,2,2013-07-15,2015-06-27,2011,1,Advertising,1
Convergence,15000000.0,USA,Maynard,1,2007-11-25,2007-11-25,2012,0,Security,1
Ambrx,10000000.0,USA,La Jolla,1,2009-04-01,2009-04-01,2012,1,Biotechnology,1
User Replay,5624176.0,GBR,San Francisco,4,2011-12-01,2014-10-30,2009,1,Software,1
Corpsolv,,USA,Middletown,1,2008-12-08,2008-12-08,2001,1,Consulting,3
INRFOOD,437000.0,USA,Durham,5,2013-05-20,2015-10-01,2011,1,Curated Web,0
NS Studio,916955.0,USA,San Francisco,1,2014-11-12,2014-11-12,2012,1,Development Platforms,0
neXva,675000.0,USA,La Jolla,3,2011-11-20,2013-12-01,2009,1,Apps,0
Buz,,IRL,Dublin,6,2011-02-01,2013-03-26,2012,1,Software,3
Promip Agro Biotecnologia,2000000.0,USA,San Francisco,1,2014-01-01,2014-01-01,2006,1,Agriculture,1
Acacia Living,2338650.0,USA,Scottsdale,1,2013-12-11,2013-12-11,2010,1,Health and Wellness,1
ShinyByte,,USA,Dallas,1,2013-12-25,2013-12-25,2013,1,Advertising,3
CareLuLu,1700000.0,USA,San Francisco,1,2014-11-01,2014-11-01,2013,1,Child Care,1
Hardware Club,,FRA,Paris,1,2015-09-22,2015-09-22,2014,1,Venture Capital,3
SpectraScience,5893231.0,USA,San Diego,5,2009-05-19,2014-01-09,1983,1,Biotechnology,1
Manta,91204041.0,USA,Columbus,3,2011-01-04,2012-04-06,2005,1,Curated Web,1
Panopto,8063806.0,USA,Pittsburgh,3,2010-04-12,2013-06-20,2007,1,Enterprise Software,1
LuRenJia,,USA,San Francisco,1,2011-06-29,2011-06-29,2012,0,Software,3
Intrinio,100000.0,USA,Saint Petersburg,1,2014-06-01,2014-06-01,2012,1,Analytics,0
AppSmyth,1925000.0,USA,Oakland,1,2015-01-16,2015-01-16,2004,1,App Marketing,1
Agile Systems,7000000.0,CAN,Waterloo,1,2005-05-12,2005-05-12,2012,1,Hardware + Software,1
Final Resting,300000.0,USA,Southlake,1,2015-01-01,2015-01-01,2015,1,Consumers,0
Intiza,25000.0,ARG,Buenos Aires,1,2011-09-01,2011-09-01,2010,1,Finance Technology,0
Propeller Aerobotics,1000000.0,AUS,Sydney,1,2015-10-02,2015-10-02,2014,1,Geospatial,0
ThirdSpaceLearning,4329819.0,GBR,London,4,2013-11-01,2015-07-09,2013,1,Education,1
M3 Energias Renovaveis,30000.0,BRA,Rio De Janeiro,1,2015-06-30,2015-06-30,2015,1,Clean Technology,0
iMedia Comunicazione,20000000.0,ITA,Milan,1,2012-07-12,2012-07-12,2010,1,Advertising,1
Meta Pharmaceutical Services,13500000.0,USA,Blue Bell,2,2010-09-30,2013-07-08,2000,1,Enterprise Software,1
Style Lend,50000.0,USA,San Francisco,2,2014-01-01,2015-03-01,2013,1,Collaborative Consumption,0
3DBin,400000.0,USA,Redwood City,1,2014-10-12,2014-10-12,2009,1,E-Commerce,0
Priority 5,60000.0,USA,Needham,1,2015-06-25,2015-06-25,2006,1,Software,0
CampusKudos,550000.0,USA,Mountain View,1,2014-03-08,2014-03-08,2015,1,Advice,0
IlluminOss Medical,36000000.0,USA,East Providence,4,2007-03-30,2012-09-27,2012,1,Health Care,1
ManageSocial,,USA,San Francisco,1,2009-05-01,2009-05-01,2012,1,Social Media,3
LOSC Management,150000.0,USA,Rochester,1,2010-05-29,2010-05-29,2012,1,Software,0
Abbey House Media,600000.0,USA,Austin,1,2009-06-17,2009-06-17,2006,1,Audiobooks,0
ReefEdge,28000000.0,USA,Fort Lee,2,2001-07-02,2003-11-12,2000,1,Web Hosting,1
Fishbowl,19000000.0,USA,Alexandria,2,2007-04-20,2008-03-27,2000,1,Advertising,1
Yieldbot,28400000.0,USA,New York,4,2010-12-01,2014-06-05,2010,1,Advertising,1
Voices Heard Media,2897233.0,USA,Knoxville,3,2010-05-06,2012-08-10,2007,1,Software,1
Currently,140000.0,USA,Seattle,1,2012-10-18,2012-10-18,2012,1,E-Commerce,0
Five Prime Therapeutics,145540487.0,USA,San Francisco,6,2005-02-08,2014-03-26,2002,2,Biotechnology,2
Pigit,,ARG,Buenos Aires,1,2010-08-01,2010-08-01,2010,1,Coupons,3
Nitol Solar,50000000.0,RUS,Moscow,1,2008-07-31,2008-07-31,2012,1,Clean Technology,1
GenQual Corporation,122000.0,USA,Des Moines,1,2011-11-21,2011-11-21,2009,1,Biotechnology,0
Soteria Systems,2490000.0,USA,Denver,2,2012-03-31,2012-04-14,2012,1,Gps,1
Blue Bridge Technologies,658543.0,USA,Ann Arbor,2,2011-01-31,2011-12-23,2007,1,Information Technology,0
Guangzhou Metech,1000000.0,USA,San Francisco,1,2008-10-01,2008-10-01,2012,1,Enterprises,0
FiREapps,8750000.0,USA,Scottsdale,1,2008-11-15,2008-11-15,2005,1,Finance,1
Xfire,12000000.0,USA,Santa Monica,4,2004-04-20,2012-05-21,2002,2,Computers,1
Event Cardio Group,110000.0,USA,New York,1,2015-08-13,2015-08-13,2012,1,Medical Devices,0
Replimune,30000000.0,GBR,Oxford,1,2015-09-24,2015-09-24,2015,1,Health Care,1
BRA Transportes Aereos,25200000.0,USA,San Francisco,1,2007-01-10,2007-01-10,1999,1,Software,1
Troodon,,CHN,Beijing,1,2008-02-27,2008-02-27,2012,1,Software,3
Cohera Medical,128310709.0,USA,Pittsburgh,7,2008-10-17,2015-10-22,2012,1,Health Care,2
The Edge Bouldering Center,30000.0,USA,Happy Valley,1,2014-08-05,2014-08-05,2013,1,Real Estate,0
Nuritas,3328660.0,IRL,Dún Laoghaire,2,2014-04-11,2015-10-27,2012,1,Bioinformatics,1
Yakaz,641000.0,FRA,Paris,1,2006-06-07,2006-06-07,2005,1,Classifieds,0
Cardiome Pharma,29214350.0,CAN,Vancouver,1,2014-03-11,2014-03-11,2012,0,Biotechnology,1
Study2gether,326300.0,ESP,Madrid,1,2013-04-13,2013-04-13,2012,1,Education,0
Virtual Intelligence Technologies,,USA,San Francisco,1,2012-09-01,2012-09-01,2012,1,Software,3
zhouwu,321239.0,CHN,Shanghai,2,2012-03-01,2013-07-01,2012,1,E-Commerce,0
Mercury solar systems,,USA,Port Chester,1,2008-08-12,2008-08-12,2006,2,Clean Technology,3
Lancope,24600000.0,USA,Georgia,4,2002-04-10,2006-11-24,2000,2,Security,1
Presbyterian College,775000.0,USA,Clinton,1,2015-08-19,2015-08-19,1880,1,Education,0
Southfork Solutions,2935000.0,USA,Idaho Falls,2,2010-03-16,2012-01-10,2005,1,Software,1
Fragmob,9150000.0,USA,San Diego,6,2010-01-01,2015-09-17,2007,1,Direct Sales,1
ZeniMax,588174854.0,USA,Rockville,9,2007-10-01,2015-06-12,1999,1,Games,2
Quantico Energy Solutions,,USA,Houston,1,2015-05-06,2015-05-06,2012,1,Databases,3
Eden Shield,1000000.0,ISR,Jerusalem,1,2015-01-06,2015-01-06,2012,1,Environmental Innovation,0
Interface Masters,1070000.0,USA,San Jose,1,2015-09-03,2015-09-03,1997,1,Networking,1
Dr. Tariff,25000.0,RUS,Moscow,1,2013-12-01,2013-12-01,2012,1,Internet,0
Hyperic,9900000.0,USA,Palo Alto,2,2006-05-10,2007-06-05,2004,2,Cloud Management,1
Yella Technologies Sdn Bhd,,USA,San Francisco,1,2015-11-20,2015-11-20,2015,1,Software,3
Crowdfynd,190000.0,USA,Chicago,3,2012-09-30,2013-01-31,2012,1,Big Data Analytics,0
American Development Group,5300000.0,USA,Brooklyn,1,2015-01-09,2015-01-09,2015,1,Real Estate,1
Bristlecone Holdings,,USA,Reno,1,2015-03-31,2015-03-31,2013,1,Technology,3
Local Matters,35000000.0,USA,Denver,2,2005-05-31,2005-11-01,2002,1,Local Search,1
Biometric Associates,240000.0,USA,Lutherville Timonium,1,2013-11-22,2013-11-22,2012,1,Analytics,0
Relify,,USA,San Francisco,1,2012-08-15,2012-08-15,2012,1,Big Data,3
MedAvante,22000039.0,USA,Hackensack,2,2008-07-02,2015-07-28,2002,1,Pharmaceuticals,1
Spaceship,,USA,San Francisco,1,2014-12-01,2014-12-01,2014,1,E-Commerce,3
Iron Will Innovations,3051073.0,USA,Palo Alto,1,2009-09-28,2009-09-28,2007,1,Games,1
Happyshop,5600000.0,CHL,Santiago,3,2010-11-01,2012-06-11,2010,0,App Marketing,1
Dolphin Geeks,,USA,Kenansville,1,2008-01-01,2008-01-01,2005,0,Networking,3
"Helbiz, Inc.",250000.0,USA,New York,1,2015-10-20,2015-10-20,2015,0,E-Commerce Platforms,0
Neural Analytics,3268019.0,USA,Los Angeles,2,2013-08-08,2015-10-29,2013,1,Medical Devices,1
Innovative Cardiovascular Solutions,5825000.0,USA,Mi Wuk Village,3,2014-12-08,2015-07-27,2012,1,Biotechnology,1
AQS,3180659.0,USA,San Francisco,1,2010-02-01,2010-02-01,2012,2,Clean Technology,1
IceMos Technology,2043101.0,GBR,Belfast,1,2011-02-07,2011-02-07,2003,1,Semiconductors,1
Kloud Angels,,USA,San Diego,1,2014-06-26,2014-06-26,2014,1,Crowdfunding,3
Lost Property Heaven,405528.0,GBR,Salisbury,1,2010-01-01,2010-01-01,2010,0,Curated Web,0
Interactions Corporation,71950000.0,USA,Franklin,4,2010-04-13,2015-04-12,2004,1,Enterprise Software,1
Roam and Wander,1000000.0,TWN,Taipei,2,2013-01-07,2014-01-03,2012,1,Consumers,0
Global Velocity,19460986.0,USA,Clarkton,9,2009-11-10,2014-05-14,2000,0,Security,1
Signeon,,USA,San Francisco,1,2015-02-10,2015-02-10,2009,0,Software,3
Krux,50000000.0,USA,San Francisco,3,2010-05-01,2014-06-11,2010,1,Ad Targeting,1
ContainerShip,,USA,Pittsburgh,1,2015-06-30,2015-06-30,2014,1,Application Platforms,3
MumsWay,,GBR,Harrow On The Hill,1,2012-01-10,2012-01-10,2012,0,E-Commerce,3
Virtual Fairground,4000000.0,NLD,Amsterdam,1,2009-02-01,2009-02-01,2008,0,Games,1
Jacked,9000000.0,USA,Santa Monica,3,2006-09-01,2008-10-01,2006,2,Advertising,1
Par-Trans Marketing,250000.0,USA,Lometa,1,2013-08-19,2013-08-19,2009,1,Transportation,0
GMH Ventures,2545000.0,USA,Newtown Square,1,2012-01-11,2012-01-11,2008,0,Finance,1
Genesis Nanotechnology,200000.0,USA,San Francisco,1,2014-11-30,2014-11-30,2012,1,Nanotechnology,0
Peoplefilter Technology,4500000.0,USA,Arlington Heights,1,2006-01-13,2006-01-13,2000,2,Software,1
GPMESS,265064.0,USA,San Francisco,1,2013-06-11,2013-06-11,2012,1,Mobile,0
Pinstripe,3000000.0,USA,Brookfield,2,2005-12-14,2012-08-02,2012,1,Consulting,1
Albeo Technologies,10025000.0,USA,Boulder,5,2008-02-21,2012-03-21,2012,2,Clean Technology,1
Lantern,4400000.0,USA,San Francisco,2,2013-06-01,2014-10-27,2012,1,Health and Wellness,1
Intellinote,4800000.0,USA,Reston,2,2013-01-28,2014-01-14,2013,1,Collaboration,1
Neptune.io,120000.0,USA,San Mateo,2,2014-07-16,2014-11-11,2013,1,Cloud Computing,0
IMedExchange,2624000.0,USA,Seattle,2,2008-06-17,2009-11-06,2007,0,Curated Web,1
Vontoo,2192000.0,USA,Indianapolis,2,2009-02-17,2011-02-24,2005,0,Audio,1
Woisio,1200000.0,TUR,Istanbul,2,2012-02-18,2014-10-02,2012,1,Audio,1
Cancer Prevention Pharmaceuticals,6072500.0,USA,Tucson,3,2009-08-17,2013-10-31,2008,1,Biotechnology,1
Single Digits,12500000.0,USA,Manchester,4,2011-04-05,2012-05-17,2012,1,Software,1
Huami,35000000.0,CHN,Beijing,1,2014-12-05,2014-12-05,2013,1,Fitness,1
IRLYNX,2204719.20145071,FRA,Grenoble,1,2015-11-02,2015-11-02,2012,0,Electronics,1
Stray Boots,2225000.0,USA,Brooklyn,3,2012-01-09,2012-11-27,2009,1,Travel,1
Senddr,,USA,San Francisco,1,2012-09-01,2012-09-01,2013,1,Accounting,3
Emphasys Medical,49000000.0,USA,Redwood City,2,2003-01-01,2004-06-25,2012,1,Medical,1
FluTrends International,300000.0,USA,Reston,1,2011-06-17,2011-06-17,2009,1,Biotechnology,0
IntheGlo,30000.0,USA,New York,1,2009-03-01,2009-03-01,2008,1,E-Commerce,0
Grupo A,6772388.0,BRA,Porto Alegre,1,2009-09-30,2009-09-30,1973,1,E-Books,1
Ariagora,15000.0,USA,Chattanooga,1,2012-06-01,2012-06-01,2012,1,Digital Media,0
CryoTherapeutics,8731646.0,DEU,Potsdam,2,2013-03-21,2014-05-06,2012,1,Biotechnology,1
CircuitLab,,USA,Mountain View,1,2013-04-01,2013-04-01,2012,1,Software,3
Endorphin,250000.0,USA,San Francisco,1,2012-09-07,2012-09-07,2012,1,Data Mining,0
Lex Machina,10023448.0,USA,Menlo Park,4,2011-02-02,2013-05-01,2009,2,Legal,1
Symphony Dynamo,20000000.0,USA,Rockville,1,2006-04-19,2006-04-19,2006,2,Biotechnology,1
Grafoid,11632000.0,CAN,Toronto,2,2013-07-09,2015-02-20,2011,1,Consulting,1
KabeExploration,5000000.0,USA,San Diego,1,2013-05-23,2013-05-23,2005,1,Consulting,1
Seven Generations Energy,251000000.0,CAN,Calgary,1,2013-12-18,2013-12-18,2008,2,Clean Technology,2
Flimmer,,USA,San Francisco,1,2013-09-20,2013-09-20,2012,1,Photography,3
HealthWave,2000000.0,CAN,Ottawa,1,2015-10-07,2015-10-07,2011,1,Internet,1
PocketList,,USA,San Francisco,1,2015-01-04,2015-01-04,2015,1,Marketplaces,3
Folio Holdings,,USA,Tampa,1,2015-07-21,2015-07-21,2012,0,Software,3
aDealio,1500000.0,USA,Austin,2,2011-03-01,2011-08-22,2010,1,Coupons,1
Fleex,250000.0,USA,San Francisco,1,2013-07-30,2013-07-30,2012,1,Education,0
Hall,6080000.0,USA,San Francisco,3,2011-09-01,2013-07-23,2011,2,Collaboration,1
Swyft Media,1000000.0,USA,New York,1,2013-11-20,2013-11-20,2012,2,Advertising,0
Synercon Technologies,515000.0,USA,Tulsa,2,2013-09-01,2014-06-30,2013,1,Automotive,0
Elevenia,18300000.0,USA,San Francisco,1,2015-03-12,2015-03-12,2013,1,E-Commerce,1
Chevia,100000.0,USA,San Jose,1,2009-01-01,2009-01-01,2009,1,Crowdsourcing,0
YouHelp,,AUT,Vienna,1,2010-01-01,2010-01-01,2010,0,Charity,3
AboutMyStar,275166.0,USA,San Francisco,1,2011-09-15,2011-09-15,2011,1,Communities,0
Arduboy,,USA,Portland,1,2014-12-23,2014-12-23,2012,1,Technology,3
Microbonds,5740000.0,CAN,Markham,1,2005-07-11,2005-07-11,2012,1,Semiconductors,1
Survios,4200000.0,USA,Culver City,1,2014-05-19,2014-05-19,2013,1,Games,1
ATTN:,4099999.0,USA,San Francisco,1,2014-12-04,2014-12-04,2014,1,Digital Media,1
I/OMagic,22000000.0,USA,Lake Forest,2,2001-02-28,2001-08-09,1992,1,Electronics,1
Wellpepper,176097.0,USA,Seattle,1,2014-03-26,2014-03-26,2012,1,Biotechnology,0
Adcade,6500000.0,USA,New York,2,2012-11-01,2013-11-01,2011,1,Advertising,1
Emefcy,,ISR,Caesarea,1,2011-06-28,2011-06-28,2007,1,Clean Technology,3
Xtify Inc.,6586383.0,USA,New York,3,2008-12-02,2012-02-07,2008,0,Android,1
PandoMedia,,USA,San Francisco,1,2014-05-14,2014-05-14,2012,1,Software,3
Raffstar,,USA,Tulsa,1,2008-04-01,2008-04-01,2008,0,Curated Web,3
Eptica,11185748.0,FRA,Boulogne-billancourt,2,2005-08-30,2012-04-19,2001,1,Software,1
Portr,7000000.0,GBR,London,3,2013-09-30,2015-03-31,2012,1,Customer Service,1
Stateless Networks,6500000.0,USA,San Francisco,2,2014-05-30,2014-07-30,2012,1,Software,1
Postcard on the Run,3882595.0,USA,Los Angeles,3,2011-11-17,2012-11-22,2011,0,Apps,1
Megapolygon Corporation,,USA,Macungie,1,2012-01-23,2012-01-23,2001,1,Networking,3
Neomatrix,4225311.0,USA,Irvine,2,2007-09-07,2012-06-25,1999,2,Hardware + Software,1
BuyYourFriendADrink.com,625000.0,ESP,Palma De Mallorca,1,2008-04-10,2008-04-10,2005,2,E-Commerce,0
Silent Herdsman,4545754.0,GBR,Glasgow,1,2014-03-24,2014-03-24,2012,1,Curated Web,1
Trace Technologies,1680000.0,GBR,San Francisco,2,2007-03-27,2012-07-07,2002,1,Big Data,1
PlanStan,77000.0,PHL,Taguig,2,2013-06-01,2014-01-14,2014,1,Curated Web,0
Moresise Bank,20000.0,UKR,Kiev,1,2015-04-13,2015-04-13,2014,1,Banking,0
Minoryx Therapeutics,25849354.5253743,ESP,Barcelona,3,2013-04-04,2015-10-14,2011,2,Biotechnology,1
Siano Mobile Silicon,106000000.0,ISR,Netanya,6,2005-04-04,2011-05-24,2004,1,Hardware + Software,2
NG Advantage,6000000.0,USA,Milton,2,2013-03-13,2013-07-02,2011,2,Clean Technology,1
Adbongo,,USA,Dallas,1,2011-01-27,2011-01-27,2006,1,Advertising,3
Vilant Systems,2752400.0,FIN,Espoo,1,2011-02-25,2011-02-25,2002,1,Enterprise Software,1
CloudShield Technologies,25000000.0,USA,Sunnyvale,2,2005-10-28,2007-09-17,2000,2,Web Hosting,1
Surrey NanoSystems,11168660.0,GBR,Newhaven,3,2009-08-23,2014-12-19,2005,1,Nanotechnology,1
Lectrio,,GBR,London,1,2014-02-01,2014-02-01,2011,1,Education,3
Ranir,,USA,Grand Rapids,1,2009-04-03,2009-04-03,2012,1,Consumer Goods,3
Dynamixyz,138756.0,FRA,Rennes,1,2014-03-10,2014-03-10,2010,1,Games,0
Class Central,,USA,San Francisco,1,2014-01-14,2014-01-14,2011,1,Education,3
Hot Mix Mobile,,USA,San Francisco,1,2012-04-12,2012-04-12,2012,1,Hardware + Software,3
Fredio,1105001.0,USA,Palo Alto,1,2013-01-07,2013-01-07,2012,1,Advertising,1
Kotu,5000.0,USA,San Francisco,1,2015-10-15,2015-10-15,2015,1,Software,0
vLine,1500000.0,USA,Palo Alto,1,2012-03-01,2012-03-01,2010,1,Enterprise Software,1
Hyper9,17200000.0,USA,Austin,4,2007-01-19,2009-02-26,2006,2,Software,1
Pufferfish,630000.0,GBR,Edinburgh,1,2009-02-23,2009-02-23,2004,1,News,0
Embark,1000000.0,USA,San Francisco,2,2012-01-25,2012-11-13,2011,2,Public Transportation,0
Juneau Biosciences,7886000.0,USA,Salt Lake City,5,2009-03-27,2013-12-04,2007,1,Biotechnology,1
Repairogen,460000.0,USA,New York,1,2014-01-03,2014-01-03,2012,1,Beauty,0
Hampoo Science & Technology,,CHN,Shenzhen,1,2015-09-17,2015-09-17,2003,1,Technology,3
Zentera Systems,4900000.0,USA,San Jose,1,2015-06-04,2015-06-04,2012,1,Cloud Computing,1
CardStar,2030882.0,USA,Boston,4,2008-12-01,2011-09-13,2008,2,Android,1
Meter Solutions,,USA,Orem,1,2010-11-01,2010-11-01,2012,2,Hardware + Software,3
Metwit,25000.0,GBR,London,1,2012-08-30,2012-08-30,2012,1,Analytics,0
Acclaim Games,,USA,Beverly Hills,1,2007-10-18,2007-10-18,1997,2,Games,3
Airsynergy,2573200.0,USA,San Francisco,1,2014-02-27,2014-02-27,2012,1,Clean Technology,1
Urakkamaailma.fi,15000.0,FIN,Helsinki,1,2011-07-08,2011-07-08,2011,1,E-Commerce,0
OpsClarity,22056276.0,USA,Sunnyvale,2,2014-12-12,2015-12-03,2013,1,Big Data,1
303 Luxury Car Service,,USA,Denver,1,2013-10-25,2013-10-25,2013,1,Transportation,3
Bahoui,,GBR,London,1,2013-12-01,2013-12-01,2012,1,Advertising,3
IActive,4752585.0,USA,Sunnyvale,2,2010-02-01,2011-02-01,2007,1,Artificial Intelligence,1
Pombai,65118.0,LTU,Vilnius,2,2012-02-26,2012-04-01,2012,0,Internet,0
"Payz, Inc.",,USA,New York,1,2009-05-26,2009-05-26,2011,1,CRM,3
ConjuGon,5820000.0,USA,Madison,3,2006-12-13,2013-12-06,2001,1,Biotechnology,1
Lanthio Pharma,11121112.0,NLD,San Francisco,2,2012-11-28,2014-05-21,2012,2,Biotechnology,1
Eiger BioPharmaceuticals,23040630.0,USA,San Carlos,4,2009-02-25,2015-11-23,2008,2,Biotechnology,1
Brandlive,1715000.0,USA,Portland,4,2010-07-01,2013-09-11,2010,1,Mass Customization,1
Signiant,10000000.0,USA,Burlington,1,2006-09-13,2006-09-13,2000,1,Software,1
ExThera Medical,3750000.0,USA,Berkeley,1,2014-10-06,2014-10-06,2012,1,Medical,1
Biodesix,96700000.0,USA,Broomfield,10,2009-09-28,2015-06-23,2005,1,Biotechnology,1
Cardia,4527768.0,USA,Eagan,5,2011-07-29,2015-06-10,1998,1,Medical Devices,1
Versartis,144499999.0,USA,Menlo Park,6,2009-06-02,2014-02-19,2008,2,Health Care,2
Niiki Pharma,10488500.0,USA,Tampa,3,2009-01-06,2011-08-10,2007,1,Biotechnology,1
Villagenetworks,40000000.0,USA,Eatontown,1,2000-10-16,2000-10-16,2012,0,Technology,1
AddSearch,650000.0,FIN,Helsinki,1,2013-11-07,2013-11-07,2013,1,Enterprise Search,0
Capseo,,FRA,Lyon,2,2010-11-25,2014-06-17,2009,1,Search,3
Geneva Mars,25000.0,USA,Pittsburgh,1,2011-05-12,2011-05-12,2011,1,Apps,0
EO2 Concepts,8298202.0,USA,San Antonio,5,2009-04-01,2014-04-16,2007,1,Biotechnology,1
Clear Metals,213264.0,CAN,North Vancouver,1,2014-01-14,2014-01-14,2012,1,Clean Technology,0
Red Dot Ventures,472459.0,SGP,Singapore,1,2012-08-01,2012-08-01,2012,1,Software,0
Humagade,10600000.0,CAN,Quebec,1,2006-10-10,2006-10-10,2002,1,Software,1
Konnektid,330434.0,NLD,Amsterdam,1,2013-09-01,2013-09-01,2013,1,Collaborative Consumption,0
ViralNinjas,1950000.0,USA,San Francisco,2,2012-04-20,2012-12-05,2011,1,Advertising,1
TripVillas,,SGP,Singapore,2,2011-12-08,2013-04-21,2012,1,Internet,3
On-X Life Technologies,32000000.0,USA,Austin,1,2007-06-26,2007-06-26,2012,1,Software,1
Attivo Networks,8000000.0,USA,Fremont,1,2015-04-16,2015-04-16,2011,1,Network Security,1
Second Porch,1725000.0,USA,Portland,2,2009-09-09,2010-03-23,2009,2,Real Estate,1
